b'x',b'y',b'z',label
-1.476471,0.234869,2.235129,background
0.527511,-0.124702,0.293818,background
0.214679,-1.626413,2.691306,background
-0.036432,-0.08978,0.009388,background
0.907598,-0.028758,0.8245610000000001,background
-0.264793,0.5253329999999999,0.34609,background
-0.7182569999999999,1.076076,1.673833,background
1.261639,0.5003850000000001,1.842117,background
0.120172,-0.7925840000000001,0.64263,background
0.7719689999999999,-0.399386,0.755445,background
-0.098872,0.461014,0.222309,background
0.163822,0.086283,0.034282,background
0.12675899999999998,-1.192987,1.439287,background
-2.324664,-0.237353,5.460399,background
1.472546,-0.200335,2.208526,background
0.608941,2.610278,7.184363,background
-1.052631,2.881383,9.410399,background
-0.500646,-0.918466,1.094225,background
-1.45803,1.102735,3.341875,background
-0.07534500000000001,-1.650669,2.730384,background
-0.173933,-1.982031,3.958699,background
1.135984,-0.6750689999999999,1.746177,background
-1.012821,0.13563,1.044201,background
-0.997683,0.240886,1.053398,background
0.195564,-1.047543,1.135592,background
-1.1217,-1.251288,2.823932,background
1.631242,-0.6554260000000001,3.090534,background
-0.27633,-0.237714,0.132866,background
-0.490711,0.007089,0.240848,background
1.080571,0.819367,1.838995,background
-0.588256,0.69539,0.8296120000000001,background
-1.466226,1.579692,4.645246,background
-0.159979,-1.636692,2.704355,background
1.028539,0.195841,1.0962459999999998,background
-2.151673,0.610189,5.002025,background
-0.021056,0.147759,0.022276,background
1.248313,-0.824772,2.238534,background
2.175511,-0.350236,4.855512999999998,background
-0.661157,0.865411,1.186066,background
1.729869,-0.1175,3.006255,background
0.095235,0.015513,0.00931,background
0.622518,0.132914,0.405195,background
0.19711,-0.420806,0.21593,background
0.097396,-1.695084,2.882797,background
0.328384,-0.770101,0.7008909999999999,background
1.484091,2.1050020000000003,6.633561,background
-0.003047,1.059993,1.123594,background
2.039941,-1.16211,5.51186,background
0.223322,-0.597687,0.407103,background
-1.775418,0.6042029999999999,3.5171690000000004,background
-0.93602,1.503485,3.136602,background
0.335737,-0.398724,0.271701,background
-0.226708,0.730504,0.585032,background
0.786679,-0.480899,0.8501280000000001,background
-0.186695,1.167114,1.39701,background
0.679878,-1.140888,1.7638599999999998,background
1.230341,0.122018,1.528626,background
0.156313,-0.151148,0.04728,background
-0.190112,0.211632,0.08093099999999999,background
1.042707,-0.615433,1.465996,background
-0.131647,0.094835,0.026325,background
-1.668714,-1.327351,4.5464660000000015,background
1.430037,-0.572347,2.372585,background
-1.061748,-0.402475,1.289295,background
-0.76488,0.950573,1.48863,background
-1.226258,0.8786959999999999,2.275816,background
-0.270458,0.167327,0.101146,background
0.8889440000000001,0.650097,1.212848,background
-0.660091,0.77284,1.033002,background
-0.749768,-0.429399,0.746537,background
-1.169297,0.8368530000000001,2.0675790000000003,background
-1.2385389999999998,-0.66865,1.981072,background
0.200638,-0.754916,0.610154,background
-0.103944,-1.80638,3.273814,background
-0.011792,-0.703335,0.49482,background
0.087021,1.220342,1.496808,background
-0.5097,0.651221,0.683884,background
-0.599009,-0.472737,0.582291,background
-0.967727,1.900342,4.547793,background
0.957893,0.907931,1.741897,background
-1.03195,-0.072598,1.070191,background
1.862876,-0.779351,4.077694,background
-1.520423,-0.184684,2.345793,background
1.80202,1.125597,4.5142440000000015,background
-0.320182,-1.620125,2.727322,background
0.538982,-2.476642,6.424256,background
0.086475,1.5532979999999998,2.420212,background
-0.210731,-0.4427430000000001,0.240429,background
-1.282271,0.569634,1.968703,background
-1.4601879999999998,-0.16503099999999998,2.159385,background
-0.621942,0.784604,1.002416,background
0.484366,0.625536,0.625905,background
-0.569376,-1.488983,2.541259,background
0.937895,-0.089931,0.887734,background
-0.7098810000000001,0.482126,0.736376,background
1.035751,0.495646,1.318445,background
0.465237,0.98695,1.190515,background
0.667087,1.270092,2.058139,background
-1.339489,0.160122,1.819869,background
0.907123,-0.404152,0.98621,background
-0.414631,-0.565659,0.491888,background
0.104273,-1.484772,2.215421,background
0.939832,1.411119,2.874541,background
0.589758,-0.073737,0.353252,background
-1.552809,-0.638533,2.818939,background
1.645906,-0.850874,3.4329940000000003,background
-0.981708,2.249735,6.025059,background
0.066472,-0.175075,0.03507,background
1.339338,-2.238544,6.8049089999999985,background
0.16645,-1.198631,1.464421,background
0.12373,-0.668058,0.461611,background
0.382244,0.013461,0.146292,background
-1.3607790000000002,-0.599129,2.210675,background
0.129523,-0.424023,0.196571,background
-0.221941,-0.148911,0.07143200000000001,background
0.010331,1.036856,1.075178,background
-1.076441,-0.780185,1.767413,background
-0.360365,-1.205278,1.582558,background
0.950176,-1.149705,2.224656,background
0.22778,0.831758,0.7437050000000001,background
1.422964,-2.362475,7.606111999999999,background
0.503788,-0.016378,0.254071,background
1.007344,-0.183671,1.048476,background
-0.495037,-0.75413,0.813773,background
0.54528,0.567774,0.619697,background
-0.423364,-1.12758,1.450673,background
0.58099,0.782083,0.949203,background
0.572149,0.8339489999999999,1.022825,background
-0.190615,-0.302942,0.128108,background
-1.356488,-0.613297,2.216193,background
0.388051,0.421235,0.328022,background
-0.645497,-0.971487,1.360454,background
-0.981061,-2.1067720000000003,5.40097,background
0.042058,2.262878,5.122386,background
1.062407,-0.621264,1.514677,background
-0.133923,0.0257,0.018596,background
-0.832549,0.24668,0.753989,background
-0.998893,-0.5996,1.357308,background
-1.7919040000000002,1.333046,4.98793,background
0.96554,-0.868958,1.687355,background
-1.014899,2.028178,5.143525,background
-0.234257,-0.411882,0.224523,background
0.5519189999999999,-1.272008,1.922618,background
0.475147,-0.447363,0.425898,background
-0.013563,-0.35158,0.123793,background
0.571634,-1.374923,2.217179,background
0.629818,-0.947774,1.294946,background
-0.359507,1.465577,2.277162,background
0.296068,0.508528,0.34625700000000004,background
1.938219,-0.351497,3.880244,background
0.042421,0.671905,0.4532560000000001,background
0.028469,-0.5097109999999999,0.260616,background
-1.624578,-2.323743,8.039035,background
0.799852,-0.811484,1.29827,background
1.3542040000000002,-1.025197,2.884897,background
0.8650700000000001,-0.394705,0.904138,background
1.538061,0.996753,3.359147,background
-0.464097,1.127489,1.486617,background
0.290071,0.657254,0.516124,background
0.392319,0.801705,0.7966449999999999,background
0.214684,-0.189349,0.081942,background
1.500505,-0.690296,2.728025,background
-1.011448,0.28719,1.105506,background
-0.075146,0.376613,0.147484,background
1.156749,-0.039854,1.339657,background
1.158587,-0.811736,2.0012380000000003,background
-1.46296,-1.061814,3.267702,background
-1.002439,0.332584,1.1154959999999998,background
0.5431189999999999,2.04806,4.489528,background
0.965193,-1.2489,2.491348,background
-1.996554,0.068895,3.990975,background
0.557685,0.026376,0.311708,background
-2.0591150000000003,-0.18317,4.273507,background
-2.606598,1.0874,7.976791,background
-0.076826,1.204564,1.456877,background
0.4227770000000001,0.841808,0.887382,background
-1.745436,0.663275,3.48648,background
0.78294,-0.625664,1.00445,background
0.829731,1.564471,3.1360240000000004,background
-0.168265,0.833195,0.722527,background
-0.296423,2.55988,6.64085,background
0.778144,0.058628,0.608945,background
0.520877,0.457325,0.480459,background
0.146812,-0.477951,0.249991,background
0.540945,-0.226011,0.34370300000000004,background
0.604841,-0.8850690000000001,1.14918,background
-0.744351,0.268434,0.626115,background
-1.26494,-0.620656,1.985287,background
-1.22159,-0.760317,2.070364,background
-0.571783,-0.180936,0.359674,background
0.49571,0.694258,0.727723,background
-2.067072,-2.3735880000000003,9.906708,background
-0.586195,-0.244577,0.403442,background
-0.098985,-1.130422,1.287651,background
0.361587,0.679575,0.592568,background
0.302348,-0.112984,0.10418,background
0.062267,-2.443648,5.975291,background
-0.622151,-2.828061,8.385,background
0.038827,-1.286355,1.656218,background
-0.790714,0.289487,0.709032,background
0.466794,1.225305,1.71927,background
3.1609830000000003,-0.338544,10.106422,background
-0.198717,-1.457106,2.162646,background
0.509058,-0.727274,0.788067,background
-0.229604,-1.509918,2.33257,background
-0.951038,1.331391,2.677073,background
-0.948678,-0.419343,1.0758379999999998,background
-1.306216,0.409771,1.874114,background
-0.360706,-0.81228,0.789907,background
1.377513,0.662266,2.336137,background
1.578255,1.330156,4.260204,background
-1.097755,0.5425180000000001,1.499391,background
-1.040175,0.950302,1.985038,background
-1.203108,1.20115,2.89023,background
0.907857,-1.383033,2.736984,background
0.9887,-0.610332,1.350034,background
-0.381663,0.420245,0.322273,background
-0.139072,-0.8758610000000001,0.786474,background
-1.864848,-0.63141,3.876335,background
-0.088022,0.22555100000000006,0.05862100000000001,background
-0.005065,0.609444,0.371448,background
0.195303,1.909433,3.684079,background
-0.254378,0.584341,0.406163,background
0.973708,1.333339,2.725899,background
1.017003,0.19005,1.070414,background
-0.392066,-0.210521,0.198034,background
-0.983631,-0.958246,1.885765,background
2.396066,-1.681289,8.567864,background
-0.019949,-1.189886,1.416227,background
0.523752,-1.692793,3.139864,background
-2.083737,-0.696237,4.826704,background
0.412144,0.326286,0.276325,background
-1.025521,0.791937,1.6788580000000002,background
-0.662162,0.925033,1.294145,background
0.494948,-0.690498,0.721761,background
0.302927,0.831289,0.7828069999999999,background
0.715389,-0.494349,0.756163,background
0.383021,-1.284723,1.797218,background
0.908212,-2.268201,5.969586,background
-1.046766,0.87161,1.855424,background
0.242584,0.214355,0.104795,background
-1.349389,-0.06595,1.825201,background
0.690929,-1.574352,2.955969,background
0.672022,0.205466,0.49383,background
-1.7005290000000002,-1.374249,4.7803580000000006,background
-0.260932,-2.903325,8.497378999999999,background
-2.1629150000000004,1.436607,6.742041,background
0.144438,-0.325932,0.127094,background
0.024049,1.603006,2.570207,background
-0.424632,0.12958,0.197104,background
0.243957,-1.299913,1.7492900000000002,background
0.420325,-0.009978,0.176773,background
-1.167239,1.931849,5.094486,background
-0.589126,1.189188,1.761238,background
-1.177366,-0.514766,1.651175,background
-1.2439209999999998,0.289423,1.631104,background
0.061614,1.752991,3.076773,background
0.473427,1.006734,1.237645,background
0.212738,-1.292082,1.714732,background
-0.326094,-0.09629,0.115609,background
-0.865656,0.739931,1.296859,background
-0.87864,0.758127,1.346765,background
0.087897,-0.388865,0.158942,background
0.07517599999999999,0.31473,0.104707,background
-0.611322,0.265565,0.4442390000000001,background
-2.188499,0.632497,5.189581,background
0.272697,2.179666,4.825305,background
2.639891,-0.57133,7.295441,background
-1.466377,-1.322554,3.899409,background
-0.294145,0.948953,0.987033,background
-0.690281,-1.93292,4.212667,background
0.414773,-1.358603,2.017838,background
1.37278,0.084114,1.8916,background
-1.7714029999999998,0.153757,3.161509,background
1.265586,0.554794,1.909504,background
-1.694835,-1.087371,4.054839,background
-0.710205,-1.329465,2.271869,background
0.487979,-0.385496,0.38673,background
-0.520058,0.304087,0.36293,background
-0.468467,0.648781,0.640379,background
-1.726069,-0.070707,2.984312,background
0.728109,0.49222,0.772422,background
-0.554725,1.301214,2.000877,background
-1.819722,-1.566213,5.764412,background
-0.192829,-1.267937,1.644848,background
0.261498,-0.194765,0.106315,background
-0.6766409999999999,0.390352,0.610218,background
-0.249373,0.08433,0.069298,background
0.29996100000000003,-1.086079,1.269544,background
-0.266664,0.227414,0.122827,background
0.154635,0.942017,0.911309,background
-0.27057600000000004,0.244481,0.132983,background
-0.197056,-0.8197989999999999,0.710901,background
0.308522,-0.456041,0.303159,background
0.745735,-0.719274,1.073475,background
-0.956285,-1.590172,3.4431300000000005,background
-2.16403,-0.7269359999999999,5.21146,background
1.464156,-0.6891649999999999,2.6187,background
1.1132799999999998,-1.1694639999999998,2.607038,background
0.462351,1.564713,2.662096,background
1.158291,0.453787,1.54756,background
-1.34531,0.021591,1.810326,background
-0.410957,-0.127192,0.185064,background
-1.078017,-0.86075,1.90301,background
-0.151807,1.647004,2.735667,background
-1.12474,0.6571140000000001,1.696838,background
-0.158048,1.516189,2.323809,background
-0.911589,-0.981549,1.794434,background
2.13073,-1.102862,5.756315,background
0.100619,-0.676614,0.46793,background
1.35362,1.025025,2.882963,background
-0.655266,0.10263,0.439906,background
-0.284466,-0.8354719999999999,0.778935,background
0.367003,-0.573396,0.463474,background
0.845878,-0.17619200000000002,0.746553,background
-0.088034,0.973046,0.954568,background
1.810537,-0.8998229999999999,4.087727,background
0.62022,1.042134,1.470718,background
0.730651,0.038409,0.535325,background
0.823167,0.583806,1.018433,background
1.28133,-1.132501,2.9243650000000003,background
1.593336,3.024842,11.688389,background
0.348382,0.806379,0.771617,background
1.022308,0.335301,1.157541,background
-0.93579,0.8200649999999999,1.548209,background
-0.574279,-0.892019,1.125495,background
0.721345,-0.724033,1.044562,background
-1.84964,0.158662,3.446342,background
-0.6825100000000001,-0.5789310000000001,0.800981,background
-2.140984,-0.354142,4.709229,background
-0.413295,0.317761,0.271785,background
1.367734,0.7073119999999999,2.3709860000000003,background
1.482352,0.491785,2.439221,background
0.439986,0.728136,0.723769,background
-0.567711,1.209448,1.785059,background
0.289125,-0.280719,0.162396,background
-0.710367,0.500548,0.755169,background
0.951688,-1.709845,3.82928,background
-0.941474,0.316234,0.986377,background
0.353623,-0.39736,0.28294400000000003,background
-1.010046,1.592211,3.555329,background
-1.179638,0.598619,1.7498900000000002,background
-0.39372,0.747311,0.71349,background
-0.247727,1.197026,1.494241,background
1.193322,0.0006320000000000001,1.424017,background
1.316913,0.052198,1.7369830000000002,background
0.149224,0.295561,0.109624,background
0.755975,1.592905,3.108845,background
1.528756,0.7214189999999999,2.85754,background
-2.0440720000000003,0.613484,4.554594,background
0.999,0.776533,1.6010030000000002,background
-1.155878,-0.250554,1.39883,background
-0.28903,0.372089,0.221988,background
-0.082276,-0.090289,0.014921,background
-2.155167,-0.023198,4.6452849999999986,background
-0.26350300000000004,0.683125,0.536094,background
-0.71226,-1.962051,4.356957,background
-1.392201,0.532107,2.221363,background
-1.378715,0.4791470000000001,2.1304380000000003,background
0.17083299999999998,-0.303002,0.120994,background
0.389699,0.310744,0.248427,background
0.31416900000000003,0.300537,0.189024,background
1.281878,0.443454,1.839864,background
0.895025,-0.916319,1.64071,background
1.826401,0.417912,3.510389,background
0.269226,0.6741689999999999,0.526986,background
-1.0279790000000002,-0.641456,1.468208,background
0.16229200000000002,-0.630375,0.423711,background
-0.773403,-0.365331,0.7316189999999999,background
-0.489561,0.403145,0.402196,background
-0.07914700000000001,0.751026,0.570304,background
1.440117,1.328997,3.840171,background
-1.330557,-0.172019,1.7999740000000002,background
1.0377120000000002,0.15561,1.101061,background
-0.974959,-0.468188,1.169744,background
1.311016,-0.12379,1.734086,background
0.27875500000000003,1.332181,1.852411,background
2.072334,0.42387,4.474234,background
1.036061,0.003088,1.073431,background
-0.15148499999999998,-0.638892,0.43113,background
0.671182,-0.405163,0.614642,background
0.283372,1.552994,2.49209,background
0.84229,0.586286,1.053184,background
1.857667,0.0069700000000000005,3.450974,background
-0.127503,-0.211851,0.061138,background
1.088593,-0.082687,1.191871,background
-0.976709,-1.207178,2.411239,background
0.508774,0.141773,0.278951,background
-0.554968,-0.191387,0.344618,background
1.622256,-0.753798,3.199925,background
1.619857,-1.34072,4.4214660000000015,background
0.593146,-0.08946799999999999,0.359827,background
0.285545,0.4107270000000001,0.250233,background
-0.244144,-1.23991,1.596984,background
-0.352935,-1.682184,2.954307,background
1.477641,0.118862,2.197552,background
1.024256,0.590371,1.397639,background
-1.328923,-0.8923969999999999,2.562408,background
-0.511046,-0.190336,0.297396,background
-0.939491,-1.347964,2.69965,background
-1.830788,-0.48081,3.582962,background
1.172343,-1.120439,2.629771,background
2.219261,0.023153,4.925654,background
-0.869669,1.414227,2.756363,background
-0.496169,-1.277591,1.878423,background
0.7735449999999999,-0.8385530000000001,1.301543,background
2.69297,-0.992764,8.237665,background
0.7481270000000001,-0.400614,0.720186,background
0.771656,-4.382243,19.799507,background
-0.705545,0.073587,0.503209,background
0.282589,0.295299,0.16705799999999998,background
-0.41624,0.618596,0.555917,background
0.6604770000000001,-1.061369,1.562733,background
0.483694,0.152658,0.257264,background
0.535384,-0.007209,0.286688,background
0.746045,-0.81301,1.217567,background
0.5564819999999999,-0.427442,0.492379,background
-0.7311380000000001,-0.439662,0.727866,background
-0.340464,-1.003262,1.12245,background
-0.100603,1.052686,1.11827,background
-0.834046,0.008456,0.695704,background
0.965373,-0.07359700000000001,0.937362,background
1.840097,1.844419,6.787838000000002,background
-0.43424,0.905791,1.009022,background
-0.823883,0.042992,0.680631,background
-0.584344,0.20303,0.382678,background
0.744975,-0.6408229999999999,0.965642,background
2.648688,0.6251439999999999,7.406355,background
0.836152,-0.713493,1.208222,background
-1.635291,-0.21500300000000006,2.7204040000000003,background
1.7885400000000002,0.591816,3.549121,background
0.4431350000000001,-0.326121,0.302723,background
-0.127141,-0.517921,0.284407,background
0.235269,0.8049729999999999,0.703334,background
-0.561867,-0.216548,0.362588,background
-0.8742260000000001,-0.6052350000000001,1.130582,background
-0.289082,-0.935484,0.9587,background
-0.382356,0.338145,0.260538,background
0.8346120000000001,1.72217,3.662446,background
-0.732997,-0.272029,0.6112850000000001,background
-0.06343700000000001,-0.694573,0.4864560000000001,background
0.75365,0.248989,0.629984,background
1.356793,-1.423405,3.866967,background
-0.298345,-0.6131220000000001,0.464929,background
1.226238,-1.641733,4.198947,background
-1.357306,-1.6788299999999998,4.660749,background
-0.581233,0.196774,0.376552,background
-0.35826,-0.390281,0.280669,background
0.077824,-1.122834,1.266813,background
0.5132399999999999,-0.37902,0.407071,background
-1.7489860000000002,1.482853,5.257805,background
0.266667,0.22080100000000005,0.119865,background
-0.32344,-0.885495,0.8887139999999999,background
-1.070835,-0.783767,1.760978,background
-0.635843,-1.8896580000000005,3.975106,background
-1.111043,0.8844200000000001,2.0166150000000003,background
-1.570252,0.113491,2.478571,background
-1.065374,-0.403057,1.297477,background
-0.331142,-0.786717,0.728579,background
-0.29101,-0.248429,0.146404,background
0.13932,-1.213331,1.491583,background
0.155534,2.085384,4.373018,background
-0.472112,-0.069564,0.227729,background
0.908714,0.5406920000000001,1.118109,background
1.020933,0.793289,1.671611,background
-0.6897,0.48173,0.707751,background
-2.113194,0.435607,4.655344,background
0.4693520000000001,0.309335,0.31598000000000004,background
1.2186,0.231009,1.538352,background
0.6730510000000001,0.648137,0.87308,background
-0.221513,-0.24442600000000006,0.108812,background
-1.449363,0.198887,2.14021,background
0.255346,-2.109385,4.514709,background
-0.905164,-0.291047,0.904029,background
0.761262,1.288346,2.2393560000000003,background
-2.73066,1.013982,8.484665,background
-1.294072,-0.7754939999999999,2.2760130000000003,background
0.548462,-0.972363,1.246301,background
-0.106757,-0.43853,0.203705,background
0.563421,-0.349556,0.439633,background
-1.300258,-0.877832,2.461259,background
-0.86897,-0.123126,0.770269,background
0.554567,0.19944,0.34732,background
0.690575,-1.107923,1.704389,background
1.128474,-0.5434760000000001,1.56882,background
0.547868,-0.5075189999999999,0.557736,background
0.287642,-1.491485,2.307267,background
0.5474939999999999,-0.82678,0.983316,background
0.882726,1.000837,1.78088,background
-1.220974,0.580717,1.82801,background
0.817483,-0.926472,1.526628,background
-0.5836819999999999,-0.117014,0.354377,background
-0.7432850000000001,-1.340553,2.349554,background
0.6172340000000001,0.74334,0.933532,background
1.293951,0.430939,1.860017,background
0.622821,-0.483484,0.621663,background
-0.946814,1.025242,1.947577,background
-1.175254,-1.290641,3.046976,background
0.427631,-0.38071,0.327809,background
0.988173,1.361768,2.830898,background
0.28463,-1.858888,3.536477,background
0.05752,-1.7852990000000002,3.1906,background
-0.4515,1.70872,3.123577,background
-0.689675,0.4955729999999999,0.721244,background
0.746766,1.652712,3.289118,background
0.965677,-0.530292,1.213741,background
-1.206503,-0.583025,1.795567,background
-0.458218,0.013753,0.210153,background
-0.333393,1.098495,1.317842,background
-1.691018,-0.8555450000000001,3.5914980000000005,background
-0.587331,-1.2350139999999998,1.870218,background
-1.349852,0.413054,1.992715,background
-1.7804490000000002,2.2596830000000003,8.276164,background
0.5622229999999999,1.171074,1.687509,background
-0.347488,-0.598763,0.479265,background
0.29909600000000003,-0.492736,0.332247,background
